,id,pad_id,longitude_pad,latitude_pad,county,state,operator_principal,parent_operator_co,company_type,pad_status,tst_first_detection_date
186,847267,9tz84nbc,-101.86405,32.38108,Martin,Texas,DIAMONDBACK E AND P LLC,DIAMONDBACK,Public,no permit,2022-01-30 00:00:00.000
187,665563,9twyw3zz,-102.722404,32.09099,Andrews,Texas,CONOCO PHILLIPS CO,CONOCOPHILLIPS,Public,no permit,2019-01-21 00:00:00.000
188,781299,9twrtsvw,-103.46165,32.283054,Lea,New Mexico,MEWBOURNE OIL CO,MEWBOURNE,Private,no permit,2018-05-06 00:00:00.000
189,737145,9tz0ejsd,-102.51804,32.462223,Andrews,Texas,XTO ENERGY INC,EXXON,Public,no permit,2019-01-16 00:00:00.000
190,167205,9tzb1vst,-101.51817,32.37486,Howard,Texas,THREE RIVERS OPERATING CO II LLC,NaN,NaN,no permit,2018-05-28 00:00:00.000
191,716490,9ty4spnd,-103.87757,32.822063,Eddy,New Mexico,Spur Energy Partners LLC,NaN,NaN,no permit,2021-01-15 00:00:00.000
192,790066,9txeht5u,-101.75008,31.493162,Reagan,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2021-08-20 00:00:00.000
193,846557,9twgpvk9,-102.66104,31.493877,Crane,Texas,SADDLEBACK EXPLORATION LLC,NaN,NaN,no permit,2022-01-15 00:00:00.000
194,742615,9txsbyvg,-101.91223,31.810081,Midland,Texas,"PIONEER NATURAL RES. USA, INC.",,,no permit,2019-11-09 00:00:00.000
195,731568,9txjjnz8,-102.42595,31.853622,Ector,Texas,OCCIDENTAL PERMIAN LTD,OCCIDENTAL,Private,no permit,2019-01-01 00:00:00.000
196,765366,9ty4cz2b,-103.98442,32.867104,Eddy,New Mexico,SHELMAR E & P NM LP,NaN,NaN,no permit,2021-07-04 00:00:00.000
197,69343,9twz7k19,-102.86262,32.23412,Andrews,Texas,OXY USA INC,OCCIDENTAL,Public,no permit,2018-05-06 00:00:00.000
198,628854,9tyqs5tv,-103.52716,33.50643,Lea,New Mexico,OXY USA INC,OCCIDENTAL,Public,no permit,2018-05-16 00:00:00.000
199,726239,9txr5f2z,-102.13853,32.181538,Martin,Texas,COG OPERATING LLC,CONOCOPHILLIPS,,no permit,2019-04-06 00:00:00.000
200,836790,9twx265g,-103.34308,32.22357,Lea,New Mexico,FRANKLIN MOUNTAIN ENERGY LLC,FRANKLIN MOUNTAIN ENERGY,Private,no permit,2021-11-11 00:00:00.000
201,716078,9txg50zx,-101.459206,31.47028,Reagan,Texas,APACHE CORP,APA,Public,no permit,2019-01-13 00:00:00.000
202,847137,9txmrqzs,-101.97576,31.898287,Midland,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2022-01-25 00:00:00.000
203,679982,9ty708by,-103.68776,32.87633,Lea,New Mexico,KEVIN O BUTLER & ASSOC INC,NaN,NaN,no permit,2021-03-26 00:00:00.000
204,780624,9tyfqrb9,-102.73247,32.782063,Gaines,Texas,OXY USA INC,OCCIDENTAL,Public,no permit,2021-08-03 00:00:00.000
205,750888,9twgqsqs,-102.712906,31.532934,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,2021-05-05 00:00:00.000
206,188326,9twg8rs6,-102.99071,31.5943,Ward,Texas,"TWO P PARTNERS, LLC",NaN,NaN,no permit,2018-05-06 00:00:00.000
207,836800,9ty4qrn9,-103.77874,32.777927,Lea,New Mexico,U A HUNTER TRUST,,,no permit,2021-11-11 00:00:00.000
208,864411,9txcs2dv,-101.410866,31.204851,Reagan,Texas,RP OPERATING LLC,RP OPERATING,Private,no permit,2022-05-17 00:00:00.000
209,731476,9tz087p8,-102.63482,32.44815,Andrews,Texas,"VIN FISHER OPERATING, INC.",NaN,NaN,no permit,2019-01-16 00:00:00.000
210,133576,9txh41wm,-102.55947,31.649828,Crane,Texas,CITATION OIL AND GAS CORP,CITATION OIL AND GAS,Private,no permit,2018-05-06 00:00:00.000
211,744256,9tx6ubsh,-102.090164,31.42439,Upton,Texas,COG OPERATING LLC,CONOCOPHILLIPS,Private,no permit,2019-01-16 00:00:00.000
212,777764,9txvd5md,-101.50592,31.922564,Glasscock,Texas,APACHE CORP,APA,Public,no permit,2021-07-26 00:00:00.000
213,434283,9tx9br13,-101.94015,31.283909,Upton,Texas,DIAMONDBACK E&P LLC,,,no permit,2018-05-03 00:00:00.000
214,803911,9tvb5bx9,-104.238716,32.346767,Eddy,New Mexico,MARATHON OILPERMIAN LLC,NaN,NaN,no permit,2021-09-15 00:00:00.000
215,782495,9twgrrx9,-102.67859,31.55032,Crane,Texas,"STRONGHOLD ENERGY II OPER, LLC",NaN,NaN,no permit,
216,132870,9txh92r3,-102.591354,31.730162,Ector,Texas,SABINAL ENERGY OPERATING LLC,SABINAL ENERGY,Private,no permit,2018-05-06 00:00:00.000
217,724935,9tz9vhs5,-101.72785,32.67665,Dawson,Texas,"HGN OPERATING I, LLC",,,no permit,2021-05-12 00:00:00.000
218,737948,9txq3b9k,-102.225815,32.039665,Midland,Texas,CALLON PETROLEUM OPERATING CO,,,no permit,2018-05-03 00:00:00.000
219,771044,9txwfg2y,-101.83096,32.14303,Martin,Texas,EXTEX OPERATING CO,EXTEX,Private,no permit,2021-07-11 00:00:00.000
220,742864,9txwhy3g,-101.741806,32.027103,Glasscock,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2019-02-27 00:00:00.000
221,838420,9ty2d139,-103.62085,32.43876,Lea,New Mexico,ALLAR COMPANY (THE),,,no permit,2021-11-16 17:45:04.000
222,739107,9txmsmk2,-102.11205,31.933184,Midland,Texas,ENDEAVOR ENERGY RESOURCES L.P.,,,no permit,2018-05-03 00:00:00.000
223,203090,9ty74uns,-103.5811,32.89388,Lea,New Mexico,CIMAREX ENERGY CO OF COLORADO,CIMAREX,Public,no permit,2018-05-06 00:00:00.000
224,409655,9txmbg26,-102.271385,31.966547,Midland,Texas,DIAMONDBACK E&P LLC,,,no permit,2018-05-03 00:00:00.000
225,849460,9txe0khc,-101.93559,31.487059,Upton,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2022-03-13 00:00:00.000
226,778578,9twjt3j4,-103.82476,31.910189,Loving,Texas,WPX ENERGY PERMIAN LLC,DEVON,Public,no permit,2018-05-06 00:00:00.000
227,744204,9txuwfhr,-101.299065,31.740765,Glasscock,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,2019-02-22 00:00:00.000
228,370794,9vb4w03m,-100.984436,32.78558,Scurry,Texas,KINDER MORGAN PRODUCTION CO LLC,KINDER MORGAN,Public,no permit,2018-05-03 00:00:00.000
229,745855,9twzq618,-102.73082,32.22293,Andrews,Texas,"MONTARE OPERATING, LTD.",NaN,NaN,no permit,2019-03-17 00:00:00.000
230,785152,9twgpwzs,-102.66771,31.502756,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
231,683418,9vb4x3nj,-100.92305,32.78959,Scurry,Texas,KINDER MORGAN PRODUCTION CO LLC,KINDER MORGAN,Public,no permit,2021-03-28 00:00:00.000
232,274893,9ty1fsjf,-103.94466,32.673744,Eddy,New Mexico,MATADOR PRODUCTION CO,MATADOR,Public,no permit,2018-05-16 00:00:00.000
233,270893,9txsddk3,-101.83719,31.741108,Midland,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2018-05-03 00:00:00.000
234,40436,9twfnj18,-102.74203,31.316633,Crane,Texas,KERR-MCGEE CORPORATION,NaN,NaN,no permit,2018-05-06 00:00:00.000
235,658879,9twshhfn,-103.18063,31.667751,Winkler,Texas,WPX ENERGY PERMIAN LLC,DEVON,Public,no permit,2021-02-24 00:00:00.000
236,777488,9txmrdzx,-101.964584,31.876707,Midland,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,2021-05-17 00:00:00.000
237,767281,9vb5env7,-101.110794,32.99662,Garza,Texas,UNITEX OIL AND GAS LLC,UNITEX,Private,no permit,2019-01-01 00:00:00.000
238,383810,9twksu9e,-103.49988,31.753813,Loving,Texas,"MUSTANG SWD OPERATING, LLC",,,no permit,2018-05-06 00:00:00.000
239,736886,9twhfzpg,-103.93074,31.811453,Reeves,Texas,WALSH AND WATTS INC,WALSH AND WATTS,Private,no permit,2021-05-25 00:00:00.000
240,671064,9twm8ev2,-103.681595,31.92494,Loving,Texas,TEMA OIL AND GAS CO,TEMA OIL AND GAS,Private,no permit,2021-03-16 00:00:00.000
241,731809,9tyge84c,-102.84997,32.959244,Yoakum,Texas,OXY USA WTP LP,OCCIDENTAL,Public,no permit,2019-01-11 00:00:00.000
242,676018,9v857h1v,-101.115456,31.531687,Tom Green,Texas,INDEPENDENCE RESOURCES MGMT LLC,EARTHSTONE ENERGY,Public,no permit,2021-03-18 00:00:00.000
243,797477,9tvct6we,-104.17423,32.621677,Eddy,New Mexico,EOG RESOURCES INC,EOG RESOURCES,Public,no permit,2018-05-06 00:00:00.000
244,785173,9twgrst5,-102.671295,31.534168,Crane,Texas,"STRONGHOLD ENERGY II OPER, LLC",NaN,NaN,no permit,
245,676291,9txbyyhw,-101.29872,31.10348,Reagan,Texas,SABLE PERMIAN RESOURCES LLC,SABLE PERMIAN RESOURCES,Private,no permit,2019-01-13 00:00:00.000
246,792673,9ty1p81f,-103.730255,32.51995,Eddy,New Mexico,MRC PERMIAN CO,MATADOR,Public,no permit,2021-08-23 00:00:00.000
247,765502,9ty1g9r1,-103.89883,32.65852,Eddy,New Mexico,DEVON ENERGY PRODUCTION CO LP,DEVON,Public,no permit,2021-07-04 00:00:00.000
248,680200,9twq5hgx,-103.574066,32.01958,Lea,New Mexico,EOG RESOURCES INC,EOG RESOURCES,Public,no permit,2021-03-26 00:00:00.000
249,669920,9try4dde,-101.48819,30.600336,Crockett,Texas,MEWBOURNE OIL CO,MEWBOURNE,Private,no permit,2019-01-18 00:00:00.000
250,769501,9tz23tuf,-102.23224,32.419678,Andrews,Texas,DIAMONDBACK E AND P LLC,DIAMONDBACK,Public,no permit,2019-01-08 00:00:00.000
251,435919,9txt2smc,-101.92308,31.88393,Midland,Texas,"CROWNQUEST OPERATING, LLC",,,no permit,2018-05-28 00:00:00.000
252,697544,9tz8w683,-101.67809,32.445614,Howard,Texas,DIAMONDBACK E&P LLC,,,no permit,2019-01-08 00:00:00.000
253,11195,9twjbzq2,-104.02089,31.988226,Reeves,Texas,HIGH ROLLER WELLS LLC,HIGH ROLLER WELLS,Private,no permit,2017-11-02 00:00:00.000
254,732039,9tvfse9z,-104.21357,32.80364,Eddy,New Mexico,PRE ONGARD,PRE ONGARD,,no permit,2021-01-08 00:00:00.000
255,739017,9txmf1ks,-102.2104,31.95593,Midland,Texas,DIAMONDBACK E&P LLC,,,no permit,2018-05-03 00:00:00.000
256,786107,9tx50ctc,-102.61531,31.473406,Crane,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,
257,838245,9twhfcxz,-103.93097,31.78203,Reeves,Texas,KIMLAR OIL COMPANY INC,,,no permit,2021-11-16 17:45:04.000
258,772533,9tw7fey5,-103.592674,31.617887,Reeves,Texas,ANADARKO E AND P ONSHORE LLC,OCCIDENTAL,Public,no permit,2021-07-14 00:00:00.000
259,744233,9txkjwr2,-102.05296,31.67511,Midland,Texas,OVINTIV USA INC.,,,no permit,2018-12-02 00:00:00.000
260,857777,9txmng1k,-102.00608,31.833591,Midland,Texas,CHEVRON USA INC,CHEVRON,Public,no permit,2022-05-10 00:00:00.000
261,390130,9v82uug1,-100.68552,31.09566,Tom Green,Texas,TREK RESOURCES INC,TREK RESOURCES,Private,no permit,2018-05-28 00:00:00.000
262,418540,9txmbc1u,-102.26915,31.954533,Midland,Texas,COG OPERATING LLC,CONOCOPHILLIPS,,no permit,2018-05-03 00:00:00.000
263,780576,9txpj0ms,-102.42869,32.17008,Andrews,Texas,OCCIDENTAL PERMIAN LTD,OCCIDENTAL,Private,no permit,2021-08-03 00:00:00.000
264,323667,9tzrk7yz,-102.10837,33.64006,Hockley,Texas,"MOMENTUM OPERATING CO., INC.",NaN,NaN,no permit,2019-07-20 00:00:00.000
265,846573,9txx3m8k,-101.89761,32.24285,Martin,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2022-01-15 00:00:00.000
266,753265,9ty4u377,-103.8712,32.834545,Eddy,New Mexico,Spur Energy Partners LLC,NaN,NaN,no permit,2021-06-14 00:00:00.000
267,791867,9tvfd9ne,-104.29518,32.78925,Eddy,New Mexico,Spur Energy Partners LLC,NaN,NaN,no permit,2021-08-23 00:00:00.000
268,678991,9v81ts16,-101.00636,31.223585,Irion,Texas,TRIPLE CROWN RESOURCES LLC,TRIPLE CROWN RESOURCES,Private,no permit,2019-01-13 00:00:00.000
269,432264,9trvfe67,-101.488556,30.560387,Crockett,Texas,"EPIC PERMIAN OPERATING, LLC",NaN,NaN,no permit,2020-02-27 00:00:00.000
270,720081,9tz2xt8f,-101.97388,32.46229,Martin,Texas,"BLACK SWAN OPERATING, LLC",,,no permit,2019-03-22 00:00:00.000
271,399,9twhnye5,-103.76151,31.676857,Reeves,Texas,CIMAREX ENERGY CO,CIMAREX,Public,no permit,2021-11-01 17:45:10.000
272,785009,9twfr9un,-102.672485,31.343779,Crane,Texas,RAMTEX ENERGY LLC,NaN,NaN,no permit,
273,665421,9twzqz8s,-102.71031,32.253876,Andrews,Texas,FDL OPERATING LLC,FDL ENERGY,Private,no permit,2019-01-21 00:00:00.000
274,35105,9txe0nwp,-101.94455,31.50179,Upton,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2018-05-03 00:00:00.000
275,749658,9txu4u1w,-101.47835,31.66371,Glasscock,Texas,LAREDO PETROLEUM INC,LAREDO PETROLEUM,Public,no permit,2019-02-27 00:00:00.000
276,841092,9tzduyjb,-101.73616,32.860195,Dawson,Texas,SEABOARD OPERATING CO,SEABORD OPERATING,Private,no permit,2021-11-23 00:00:00.000
277,704609,9txkhsz1,-102.09704,31.66704,Midland,Texas,OVINTIV USA INC.,,,no permit,2019-01-13 00:00:00.000
278,120511,9txxfd8f,-101.84216,32.31399,Martin,Texas,XTO ENERGY INC.,,,no permit,2018-05-03 00:00:00.000
279,845139,9txuzbyn,-101.252426,31.777708,Sterling,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,2021-12-28 00:00:00.000
280,752973,9tvfw5hd,-104.14416,32.80009,Eddy,New Mexico,APACHE CORP,APA,Public,no permit,2021-06-12 00:00:00.000
281,789462,9tyqs5tu,-103.527115,33.506413,Lea,New Mexico,OXY USA INC,OCCIDENTAL,Public,no permit,2021-08-18 00:00:00.000
282,794984,9tx2kk60,-102.11492,31.004921,Crockett,Texas,EXTEX OPERATING CO,EXTEX,Private,no permit,2021-05-17 00:00:00.000
283,760720,9tz8537t,-101.80532,32.351578,Martin,Texas,SCOUT ENERGY MANAGEMENT LLC,SCOUT ENERGY PARTNERS,Private,no permit,2019-05-16 00:00:00.000
284,794023,9txssd26,-101.75488,31.74129,Glasscock,Texas,APACHE CORP,APA,Public,no permit,2021-08-25 00:00:00.000
285,677627,9trvyztt,-101.2971,30.584135,Crockett,Texas,"EPIC PERMIAN OPERATING, LLC",NaN,NaN,no permit,2019-03-09 00:00:00.000
286,725030,9tzv4xtb,-101.48365,33.26397,Garza,Texas,CHOLLA PETROLEUM INC,CHOLLA,Private,no permit,2021-05-02 00:00:00.000
287,711394,9tz2efpf,-102.12912,32.44313,Martin,Texas,DIAMONDBACK E&P LLC,,,no permit,2020-06-11 00:00:00.000
288,7744,9twp7ryn,-103.91115,32.25561,Eddy,New Mexico,XTO PERMIAN OPERATING LLC,EXXON,Public,no permit,2017-04-16 00:00:00.000
289,729433,9txxdbv0,-101.82514,32.26015,Martin,Texas,"PIONEER NATURAL RES. USA, INC.",,,no permit,2019-01-08 00:00:00.000
290,696893,9ty4sxvw,-103.85713,32.826954,Eddy,New Mexico,Spur Energy Partners LLC,NaN,NaN,no permit,2021-01-15 00:00:00.000
291,763084,9txxt3d5,-101.7195,32.26471,Martin,Texas,"NAVIGATOR BSG TRANS & STGE, LLC",NaN,NaN,no permit,2019-05-16 00:00:00.000
292,431305,9tyb5h3s,-102.8736,32.367863,Andrews,Texas,None,NaN,NaN,no permit,2019-08-09 00:00:00.000
293,772290,9tx7msq0,-102.05474,31.532215,Upton,Texas,OVINTIV USA INC,OVINTIV,Public,no permit,2021-05-17 00:00:00.000
294,644948,9ty8u0s2,-103.177605,32.478374,Lea,New Mexico,APACHE CORP,APA,Public,no permit,2021-02-19 00:00:00.000
295,765656,9twd6ctj,-103.23149,31.342243,Reeves,Texas,FINLEY RESOURCES INC,FINLEY RESOURCES ,Private,no permit,2021-07-04 00:00:00.000
296,777826,9twj69tv,-103.9447,31.869616,Reeves,Texas,NGL WATER SOLUTIONS PERMIAN LLC,NGL ENERGY,Public,no permit,2021-07-29 00:00:00.000
297,786108,9tx50cjy,-102.61506,31.471468,Crane,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,
298,819731,9twe2w9d,-103.335045,31.544983,Ward,Texas,SEABOARD OPERATING CO,SEABORD OPERATING,Private,no permit,2021-10-22 00:00:00.000
299,309792,9txqe8mp,-102.144,32.082684,Midland,Texas,OCCIDENTAL PERMIAN LTD.,,,no permit,2018-05-03 00:00:00.000
300,790078,9txd0fk0,-101.9145,31.301428,Upton,Texas,SEM OPERATING CO LLC,SEQUITUR ENERGY RESOURCES,Private,no permit,2021-05-17 00:00:00.000
301,780598,9txkus3g,-102.10422,31.796465,Midland,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,2021-08-03 00:00:00.000
302,644067,9tygsv5b,-102.79378,32.986565,Yoakum,Texas,OCCIDENTAL PERMIAN LTD,OCCIDENTAL,Private,no permit,2019-01-11 00:00:00.000
303,847120,9tz9kfjd,-101.73669,32.574863,Dawson,Texas,CALLON PETROLEUM OPERATING CO,CALLON,Public,no permit,2022-01-25 00:00:00.000
304,192906,9tx43b7q,-102.574875,31.335508,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,2018-05-06 00:00:00.000
305,745914,9txh45qq,-102.55947,31.659555,Ector,Texas,EXTEX OPERATING CO,EXTEX,Private,no permit,2020-08-13 00:00:00.000
306,848051,9twqk5m8,-103.52728,32.054066,Lea,New Mexico,CHEVRON USA INC,CHEVRON,Public,no permit,2022-02-14 00:00:00.000
307,755388,9twhr9s7,-103.7268,31.693485,Reeves,Texas,RESOLUTE NATURAL RES CO LLC,RESOLUTE,Public,no permit,2021-06-19 00:00:00.000
308,849476,9txw8t3y,-101.928444,32.10995,Martin,Texas,DIAMONDBACK E AND P LLC,DIAMONDBACK,Public,no permit,2021-12-03 00:00:00.000
309,741126,9txt6k8c,-101.853035,31.885326,Midland,Texas,"CROWNQUEST OPERATING, LLC",,,no permit,2018-05-03 00:00:00.000
310,269862,9txh3kzs,-102.59093,31.711481,Ector,Texas,SABINAL ENERGY OPERATING LLC,SABINAL ENERGY,Private,no permit,2020-06-04 00:00:00.000
311,761579,9tz9jzd0,-101.697495,32.56077,Dawson,Texas,BEACH EXPLORATION INC,BEACH EXPLORATION,Private,no permit,2021-07-01 00:00:00.000
312,769662,9twkepf5,-103.5763,31.77168,Loving,Texas,"QP, INC.",NaN,NaN,no permit,2021-07-09 00:00:00.000
313,731454,9txxs48f,-101.77624,32.270103,Martin,Texas,XTO ENERGY INC.,,,no permit,2019-02-17 00:00:00.000
314,848469,9tz2u3vd,-102.11017,32.485703,Martin,Texas,BLACK SWAN OPERATING LLC,BLACK SWAN OIL AND GAS,Private,no permit,2022-02-19 00:00:00.000
315,851921,9ty0rc04,-103.72188,32.39366,Lea,New Mexico,POGO PRODUCING CO,NaN,NaN,no permit,2022-03-06 00:00:00.000
316,663669,9tz6chnz,-102.25128,32.850388,Gaines,Texas,OCCIDENTAL PERMIAN LTD,OCCIDENTAL,Private,no permit,2019-01-21 00:00:00.000
317,696673,9twmfsn2,-103.59234,31.97031,Loving,Texas,ANADARKO E AND P ONSHORE LLC,OCCIDENTAL,Public,no permit,2021-03-31 00:00:00.000
318,739105,9txmetq3,-102.14201,31.933346,Midland,Texas,CHEVRON U. S. A. INC.,,,no permit,2019-07-20 00:00:00.000
319,755338,9ttvmy72,-104.15681,31.894854,Culberson,Texas,CIMAREX ENERGY CO,CIMAREX,Public,no permit,2021-06-19 00:00:00.000
320,715299,9tz84vt4,-101.82526,32.37439,Martin,Texas,XTO ENERGY INC,EXXON,Public,no permit,2020-03-28 00:00:00.000
321,751867,9txtjnwp,-101.72494,31.853397,Glasscock,Texas,DIAMONDBACK E AND P LLC,DIAMONDBACK,Public,no permit,2019-02-22 00:00:00.000
322,714475,9tz0xb58,-102.31079,32.43171,Andrews,Texas,PIEDRA OPERATING LLC,PIEDRA RESOURCES,Private,no permit,2019-01-03 00:00:00.000
323,726759,9tz1ew86,-102.50176,32.64351,Gaines,Texas,"BROWN, H.L. OPERATING, L.L.C.",NaN,NaN,no permit,2019-01-21 00:00:00.000
324,736888,9twhgnf8,-103.927185,31.809603,Reeves,Texas,ANADARKO E AND P ONSHORE LLC,OCCIDENTAL,Public,no permit,2021-05-25 00:00:00.000
325,742932,9txhwnte,-102.38495,31.76488,Ector,Texas,CONOCO PHILLIPS CO,CONOCOPHILLIPS,Public,no permit,2019-02-15 00:00:00.000
326,270778,9txhuws5,-102.45285,31.808727,Ector,Texas,"AGHORN OPERATING, INC.",NaN,NaN,no permit,2020-06-06 00:00:00.000
327,710899,9txxs6fu,-101.76251,32.271748,Martin,Texas,XTO ENERGY INC.,,,no permit,2019-01-08 00:00:00.000
328,781423,9tx77fd0,-102.13685,31.52264,Upton,Texas,COG OPERATING LLC,CONOCOPHILLIPS,Private,no permit,2019-01-13 00:00:00.000
329,644298,9ty8effk,-103.19115,32.447483,Lea,New Mexico,"Grizzly Operating, LLC",NaN,NaN,no permit,2021-02-19 00:00:00.000
330,791765,9tw7137q,-103.65127,31.472744,Reeves,Texas,CENTENNIAL RESOURCE PRODUCTION LLC,CENTENNIAL,Public,no permit,2021-08-23 00:00:00.000
331,845640,9tw34tmy,-103.59296,31.143278,Reeves,Texas,CALLON PETROLEUM OPERATING CO,CALLON,Public,no permit,2022-01-05 00:00:00.000
332,780503,9ty4cz26,-103.98493,32.86741,Eddy,New Mexico,SHELMAR E & P NM LP,NaN,NaN,no permit,2021-08-03 00:00:00.000
333,776061,9vb721c9,-100.89625,32.92497,Scurry,Texas,OCCIDENTAL PERMIAN LTD,OCCIDENTAL,Private,no permit,2021-07-21 00:00:00.000
334,644733,9twp6r65,-103.96075,32.25237,Eddy,New Mexico,DEVON ENERGY PRODUCTION CO LP,DEVON,Public,no permit,2021-01-05 00:00:00.000
335,725441,9tw2rxb9,-103.38039,31.024323,Reeves,Texas,COG OPERATING LLC,CONOCOPHILLIPS,Private,no permit,2021-01-25 00:00:00.000
336,329435,9trv3xyj,-101.527145,30.49756,Crockett,Texas,"EPIC PERMIAN OPERATING, LLC",NaN,NaN,no permit,2018-05-08 00:00:00.000
337,729386,9txts7r1,-101.75666,31.922327,Glasscock,Texas,COG OPERATING LLC,CONOCOPHILLIPS,,no permit,2019-04-28 00:00:00.000
338,770868,9tz8w4e5,-101.68511,32.44592,Howard,Texas,DIAMONDBACK E AND P LLC,DIAMONDBACK,Public,no permit,2019-07-02 00:00:00.000
339,744444,9txk5v5h,-102.13563,31.668795,Midland,Texas,XTO ENERGY INC.,,,no permit,2018-05-06 00:00:00.000
340,847882,9twrnm7r,-103.4318,32.19805,Lea,New Mexico,NGL WATER SOLUTIONS PERMIAN LLC,NGL ENERGY,Public,no permit,2022-02-04 00:00:00.000
341,751040,9tz2kd1q,-102.10511,32.399723,Martin,Texas,OVINTIV USA INC,OVINTIV,Public,no permit,2019-06-27 00:00:00.000
342,665073,9ty4cffr,-103.98245,32.843594,Eddy,New Mexico,Spur Energy Partners LLC,NaN,NaN,no permit,2021-01-15 00:00:00.000
343,797197,9tx5273y,-102.64269,31.5277,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,2019-01-06 00:00:00.000
344,796916,9tx74zg9,-102.17887,31.50772,Upton,Texas,SUMMIT PETROLEUM LLC,SUMMIT PETROLEUM,Private,no permit,2019-02-02 00:00:00.000
345,397986,9txg75u2,-101.463715,31.52945,Reagan,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,2019-08-01 00:00:00.000
346,173146,9vb4egrt,-101.07467,32.80194,Scurry,Texas,SCHLACHTER OPERATING CORP,SCHLACHTER OIL,Private,no permit,2019-03-29 00:00:00.000
347,753738,9twh671w,-103.96135,31.702185,Reeves,Texas,ANADARKO E AND P ONSHORE LLC,OCCIDENTAL,Public,no permit,2021-06-14 00:00:00.000
348,124637,9txqyk2h,-102.02992,32.148067,Martin,Texas,"CROWNQUEST OPERATING, LLC",,,no permit,2018-05-06 00:00:00.000
349,752842,9twbccuw,-102.92466,31.080048,Pecos,Texas,DIAMONDBACK E AND P LLC,DIAMONDBACK,Public,no permit,2021-06-09 00:00:00.000
350,658684,9twjthn4,-103.834274,31.926657,Loving,Texas,WPX ENERGY PERMIAN LLC,DEVON,Public,no permit,2021-02-24 00:00:00.000
351,849449,9txx69jd,-101.835495,32.21777,Martin,Texas,SATANTA OIL CO,SATANTA OIL,Private,no permit,2022-03-13 00:00:00.000
352,790473,9txyjgps,-101.33831,32.009445,Glasscock,Texas,TRILOGY OPERATING INC,TRILOGY OPERATING,Private,no permit,2021-08-20 00:00:00.000
353,413821,9twtxnu0,-103.04594,31.941532,Winkler,Texas,XTO ENERGY INC,EXXON,Public,no permit,2018-06-30 00:00:00.000
354,668464,9tyg7z9y,-102.84033,32.957436,Gaines,Texas,OCCIDENTAL PERMIAN LTD,OCCIDENTAL,Private,no permit,2019-01-11 00:00:00.000
355,667308,9trne025,-102.5241,30.675858,Pecos,Texas,"WHITE ROCK OIL & GAS, LLC",NaN,NaN,no permit,2019-01-16 00:00:00.000
356,696581,9twpy107,-103.79838,32.305958,Eddy,New Mexico,DEVON ENERGY PRODUCTION CO LP,DEVON,Public,no permit,2021-03-31 00:00:00.000
357,785555,9tx42d08,-102.63339,31.344164,Crane,Texas,"LIZARD LICK TRANSPORT, LLC",NaN,NaN,no permit,
358,731659,9ttzjpbe,-104.19345,32.211155,Eddy,New Mexico,DEVON ENERGY PRODUCTION CO LP,DEVON,Public,no permit,2021-01-15 00:00:00.000
359,11689,9twjd79h,-103.962204,31.924301,Reeves,Texas,ANADARKO E AND P ONSHORE LLC,OCCIDENTAL,Public,no permit,2017-11-02 00:00:00.000
360,769534,9twm3rn0,-103.64758,31.898972,Loving,Texas,ANADARKO E AND P ONSHORE LLC,OCCIDENTAL,Public,no permit,2021-05-05 00:00:00.000
361,665446,9twzq5p7,-102.734,32.22894,Andrews,Texas,"MONTARE OPERATING, LTD.",NaN,NaN,no permit,2019-01-21 00:00:00.000
362,12923,9twmct62,-103.64191,31.977125,Loving,Texas,OXY USA WTP LP,OCCIDENTAL,Public,no permit,2018-05-11 00:00:00.000
363,784206,9txmszt8,-102.088394,31.945663,Midland,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2021-08-13 00:00:00.000
364,720908,9tz8gndc,-101.817505,32.511562,Martin,Texas,ENDEAVOR ENERGY RESOURCES L.P.,NaN,NaN,no permit,2019-01-08 00:00:00.000
365,788450,9tvfhv8j,-104.205,32.726456,Eddy,New Mexico,YATES DRILLING CO,NaN,NaN,no permit,2021-08-16 00:00:00.000
